time,seconds_elapsed,z,y,x
1684108714876808700,0.02180859375,0.12033528834581375,0.17489534616470337,0.12155164033174515
1684108714886826800,0.03182666015625,0.08572804182767868,0.09651611745357513,0.11177278310060501
1684108714896844500,0.041844482421875,0.02716795541346073,0.12553560733795166,0.006239663809537888
1684108714906861800,0.05186181640625,-0.058492887765169144,0.2648088037967682,-0.21944166719913483
1684108714916879600,0.061879638671875,-0.15279105305671692,0.6411213278770447,-0.5468173623085022
1684108714926897700,0.071897705078125,-0.2309255301952362,0.5694525241851807,-0.7935278415679932
1684108714936914700,0.081914794921875,-0.25081026554107666,0.2485516369342804,-0.9215149879455566
1684108714946932700,0.0919326171875,-0.21674470603466034,-0.10979906469583511,-0.9427313208580017
1684108714956950800,0.10195068359375,-0.11385703831911087,-0.4432103931903839,-0.8271027207374573
1684108714966967800,0.1119677734375,-0.016401059925556183,-0.5930249691009521,-0.6318634748458862
1684108714976985600,0.121985595703125,-0.002658568788319826,-0.6421817541122437,-0.4161585569381714
1684108714987004000,0.13200390625,-0.03852389380335808,-0.4802897572517395,-0.23145104944705963
1684108714997020700,0.142020751953125,-0.11079801619052887,-0.21219077706336975,-0.11734986305236816
1684108715007038700,0.152038818359375,-0.18881584703922272,-0.02285972610116005,-0.05762501060962677
1684108715017056800,0.162056884765625,-0.2842668890953064,0.013118690811097622,0.02015169896185398
1684108715027073500,0.172073486328125,-0.3526001274585724,-0.15423861145973206,0.13727699220180511
1684108715037091800,0.182091796875,-0.3897109627723694,-0.3692248463630676,0.24096091091632843
1684108715047109600,0.192109619140625,-0.45306116342544556,-0.3825204074382782,0.45216742157936096
1684108715057126700,0.202126708984375,-0.6899426579475403,-0.4568306803703308,0.6437064409255981
1684108715067144700,0.212144775390625,-0.9117395281791687,-0.1319095939397812,1.0304768085479736
1684108715077162800,0.222162841796875,-0.5805898904800415,0.6791335344314575,1.2982145547866821
1684108715087179800,0.2321796875,0.175506591796875,1.2436845302581787,1.3488737344741821
1684108715097197800,0.24219775390625,0.2722739279270172,1.1919454336166382,1.4144260883331299
1684108715107215600,0.252215576171875,-0.02690853737294674,0.9386060833930969,1.5020653009414673
1684108715117233000,0.26223291015625,-0.03415162116289139,0.8710734248161316,1.426291584968567
1684108715127250700,0.272250732421875,0.15622711181640625,0.9389363527297974,1.2697949409484863
1684108715137268700,0.282268798828125,0.22172580659389496,0.3154640197753906,1.176652193069458
1684108715147285800,0.29228564453125,0.1843760460615158,-0.6734183430671692,1.274387001991272
1684108715157303800,0.3023037109375,0.11425954103469849,-0.5856847167015076,1.4048672914505005
1684108715167321600,0.312321533203125,-0.15190689265727997,-0.01397781539708376,1.295007348060608
1684108715177338600,0.322338623046875,-0.6103636026382446,0.6183666586875916,0.9542015194892883
1684108715187356700,0.332356689453125,-1.0450907945632935,1.0474437475204468,0.5718866586685181
1684108715197374700,0.342374755859375,-1.2292755842208862,1.3633747100830078,0.15949101746082306
1684108715207391700,0.352391845703125,-1.1541084051132202,1.4602158069610596,-0.23549863696098328
