time,seconds_elapsed,z,y,x
1684107927662724400,7.442724365234375,1.3934230281233786,-0.22871698569357393,-0.3005085487067699
1684107927672741000,7.4527412109375,0.6029091947704553,0.19930150611698627,0.11398118396699428
1684107927682759200,7.46275927734375,-0.04796060557067394,0.402138200622797,0.5153302800387144
1684107927692777200,7.472777099609375,-0.31846739924550055,0.1910644236475229,0.7601455830961465
1684107927702794000,7.4827939453125,-0.1330944652378559,-0.23005378725528716,0.8926900132358073
1684107927712812300,7.492812255859375,0.2516241062894463,-0.5498480511903763,0.8880033167243003
1684107927722830000,7.502830078125,0.6403410998031497,-0.43025721064805983,0.8716296895503998
1684107927732847000,7.51284716796875,0.7960168146833777,0.24394144283235072,1.075489297363162
1684107927742865200,7.522865234375,0.7000058794319629,0.992030092909932,1.371836634737253
1684107927752883200,7.53288330078125,0.4316206079557538,1.4444476974397897,1.3388380359768868
1684107927762900200,7.542900146484375,0.18878873380050062,1.3479337811022996,0.9490981291562318
1684107927772918300,7.552918212890625,0.2543506086438894,0.8467401629656552,0.6352449457079172
1684107927782936000,7.56293603515625,0.668145929312706,0.26448914082050323,0.3474035708725452
1684107927792954000,7.5729541015625,1.1604022077560423,-0.04103402117788792,0.22098142300546167
1684107927802971100,7.58297119140625,1.4467184188507496,0.0870452462464571,0.3551484859108925
1684107927812989200,7.5929892578125,1.353642660268396,0.5779705683469772,0.5635159265369176
1684107927823007200,7.60300732421875,0.9997297075018287,1.1248995172202587,0.7569394805312156
1684107927833024300,7.613024169921875,0.5913572886645794,1.4789111080557107,0.8268214105308055
1684107927843042000,7.6230419921875,0.31733459582328793,1.4537199681758879,0.7400216634780168
1684107927853060400,7.633060302734375,0.23753435226902364,0.9865016848772764,0.5693821882218122
1684107927863077000,7.6430771484375,0.31899799899086356,0.1815273644953966,0.23918694178164004
1684107927873095200,7.65309521484375,0.46027460164055223,-0.4722808273851871,-0.1286374858289957
1684107927883113200,7.66311328125,0.5945547695316374,-0.7048638408571481,-0.27054654116332527
1684107927893131300,7.67313134765625,0.7162308919154107,-0.4220926088929176,-0.0331745398491621
1684107927903148300,7.683148193359375,0.7889138508103788,0.13278700672388077,0.32558278420865533
1684107927913166300,7.693166259765625,0.8743838105641305,0.724931646373868,0.6168231538325548
1684107927923184000,7.70318408203125,1.0053739239338786,1.1223322970807552,0.8269985206633805
1684107927933201200,7.713201171875,1.2126619718253613,1.2133213125169275,0.953575566831231
1684107927943219200,7.72321923828125,1.3905997873961924,1.0159165799319743,0.9424076916068792
1684107927953237000,7.733237060546875,1.4697007966399191,0.7418915490031242,0.8313812657922506
1684107927963254300,7.743254150390625,1.5925041694879531,0.551062687677145,0.786347945845127
1684107927973272000,7.75327197265625,1.8042706049025057,0.6597025106161832,0.8568594059199094
1684107927983290000,7.7632900390625,2.037701759636402,1.0088783518582582,1.0425409674853086
1684107927993308200,7.77330810546875,2.120556568455696,1.525765213689208,1.4191115961313248
1684107928003325200,7.7833251953125,1.923817021781206,1.9472984351336955,1.916196609905362
1684107928013343000,7.793343017578125,1.5289806686043739,2.111958835980296,2.142102629831433
1684107928023361300,7.803361328125,1.1896902615606784,2.063347073024511,2.1789894682019946
1684107928033378000,7.8133779296875,1.0240589698553084,1.8323598043113947,2.05156311172843
1684107928043396400,7.823396240234375,1.0124971268773078,1.4755653047591446,1.8436849159240722
1684107928053414100,7.8334140625,1.146178452092409,1.1960709025084972,1.9241671503931284
1684107928063431200,7.84343115234375,1.2917910381197928,1.1218050583362578,2.171764193123579
1684107928073449200,7.85344921875,1.2722463796943426,1.2790449537932873,2.583259420156479
1684107928083467300,7.86346728515625,1.1381804390758274,1.6637591414064168,2.8868092362552877
1684107928093485000,7.873485107421875,0.925624899110198,2.0831161878556013,2.950827242657542
1684107928103502300,7.88350244140625,0.665389324080944,2.413936872717738,2.9907132628440856
1684107928113520000,7.89352001953125,0.5218628966778517,2.5064976675152777,2.9430829121410844
1684107928123538200,7.9035380859375,0.5251145919501781,2.2609370990484954,2.5522657314777373
1684107928133555200,7.91355517578125,0.7011749232113361,1.8063357207387685,2.068528859576583
1684107928143573200,7.9235732421875,0.9711685066670179,1.5743237851530312,1.9246797760903833
1684107928153591000,7.933591064453125,1.2180974408775567,1.7197376337379215,2.098994724988937
1684107928163608000,7.943608154296875,1.4508096336871386,2.178687270385027,2.6079712520867586
1684107928173626000,7.953626220703125,1.6295494132906199,2.5305045660465955,2.936239329856634
1684107928183644200,7.96364404296875,1.6747990063369274,2.49052911401093,2.772954309016466
1684107928193661200,7.9736611328125,1.5474369472712277,1.8539906213611363,1.7288070753782987
1684107928203679000,7.983678955078125,1.407566704288125,1.2104004566341637,0.6992109296619892
1684107928213697300,7.993697265625,1.2647224139302968,1.0531506243050097,0.23527824390530586
